Symbol,Name,CEO,YR,SALARY
KAI,"Kadant, Inc.",Jonathan Painter,2018,4637403
TUP,Tupperware Brands Corp.,E. Goings,2018,4636877
AIN,Albany International Corp.,Olivier Jarrault,2018,4634152
MHK,"Mohawk Industries, Inc.",Jeffrey Lorberbaum,2018,4631485
BKH,Black Hills Corp.,David Emery,2018,4623698
CUB,Cubic Corp.,Bradley Feldmann,2018,4622731
CFR,"Cullen/Frost Bankers, Inc.",Phillip Green,2018,4617644
SXT,Sensient Technologies Corp.,Paul Manning,2018,4612675
NPO,"EnPro Industries, Inc.",Stephen Macadam,2018,4612432
MNTA,"Momenta Pharmaceuticals, Inc.",Craig Wheeler,2018,4610270
CNCE,"Concert Pharmaceuticals, Inc.",Roger Tung,2018,4607848
RTRX,"Retrophin, Inc.",Stephen Aselage,2018,4602287
STRA,"Strategic Education, Inc.",Karl McDonnell,2018,4600125
CNMD,CONMED Corp.,Curt Hartman,2018,4592376
ONVO,"Organovo Holdings, Inc.",Taylor Crouch,2018,4590400
TGI,"Triumph Group, Inc.",Daniel Crowley,2019,4589269
SFNC,Simmons First National Corp.,George Makris,2018,4585590
RCM,"R1 RCM, Inc.",Joseph Flanagan,2018,4575994
NJR,New Jersey Resources Corp.,Laurence Downes,2018,4572528
GPRE,"Green Plains, Inc.",Todd Becker,2018,4572356
NYCB,"New York Community Bancorp, Inc.",Joseph Ficalora,2018,4571698
NVCR,Novocure Ltd.,Asaf Danziger,2018,4570294
MATX,"Matson, Inc.",Matthew Cox,2018,4564599
CEIX,"CONSOL Energy, Inc.",James Brock,2018,4556078
LB,"L Brands, Inc.",Leslie Wexner,2019,4553310
BDN,Brandywine Realty Trust,Gerard Sweeney,2018,4551452
PFBC,Preferred Bank (California),Li Yu,2018,4549073
CBSH,"Commerce Bancshares, Inc. (Missouri)",David Kemper,2018,4546839
CNS,"Cohen & Steers, Inc. (New York)",Robert Steers,2018,4545996
AYX,"Alteryx, Inc.",Dean Stoecker,2018,4544200
ICPT,"Intercept Pharmaceuticals, Inc.",Mark Pruzanski,2018,4525959
SPB,"Spectrum Brands Holdings, Inc.",David Maura,2018,4523628
SPSC,"SPS Commerce, Inc.",Archie Black,2018,4520963
ENTA,"Enanta Pharmaceuticals, Inc.",Jay Luly,2018,4508737
KNL,"Knoll, Inc.",Andrew Cogan,2018,4496563
CNXN,"PC Connection, Inc.",Timothy McGrath,2018,4494125
CIR,"CIRCOR International, Inc.",Scott Buckhout,2018,4492659
LHCG,"LHC Group, Inc.",Keith Myers,2018,4492614
SFM,"Sprouts Farmers Markets, Inc.",Amin Maredia,2018,4491961
MANH,"Manhattan Associates, Inc.",Eddie Capel,2018,4486523
DFIN,"Donnelley Financial Solutions, Inc.",Daniel Leib,2018,4482723
SFLY,"Shutterfly, Inc.",Christopher North,2018,4481337
BRKR,Bruker Corp.,Frank Laukien,2018,4479899
ITCI,"Intra-Cellular Therapies, Inc.",Sharon Mates,2018,4476469
JWN,"Nordstrom, Inc.",Blake Nordstrom,2019,4476030
TRTN,Triton International Ltd.,Brian Sondey,2018,4473327
HY,"Hyster-Yale Materials Handling, Inc.",Alfred Rankin,2018,4469254
EVLO,"Evelo Biosciences, Inc.",Balkrishan Gill,2018,4469066
WDR,"Waddell & Reed Financial, Inc.",Philip Sanders,2018,4468488
CTB,Cooper Tire & Rubber Co.,Bradley Hughes,2018,4463941
WING,"Wingstop, Inc.",Charles Morrison,2018,4463539
MSM,"MSC Industrial Direct Co., Inc.",Erik Gershwind,2018,4461519
EAF,GrafTech International Ltd.,David Rintoul,2018,4457510
SCSC,"ScanSource, Inc.",Michael Baur,2018,4456168
TFSL,TFS Financial Corp.,Marc Stefanski,2018,4448818
VVV,"Valvoline, Inc.",Samuel Mitchell,2018,4436646
LZB,"La-Z-Boy, Inc.",Kurt Darrow,2018,4433701
SNBR,Sleep Number Corp.,Shelly Ibach,2018,4432704
VMI,"Valmont Industries, Inc.",Stephen Kaniewski,2018,4428908
FSS,Federal Signal Corp.,Jennifer Sherman,2018,4428346
WOR,"Worthington Industries, Inc.",John McConnell,2018,4428242
YRCW,"YRC Worldwide, Inc.",Darren Hawkins,2018,4425681
MCRN,Milacron Holdings Corp.,Thomas Goeke,2018,4419238
BPOP,"Popular, Inc.",Ignacio Alvarez,2018,4417563
BRSS,"Global Brass & Copper Holdings, Inc.",John Wasz,2018,4416130
VRTS,"Virtus Investment Partners, Inc.",George Aylward,2018,4413750
CKH,"SEACOR Holdings, Inc.",Charles Fabrikant,2018,4412521
DHIL,"Diamond Hill Investment Group, Inc.",Christopher Bingaman,2018,4397593
INN,"Summit Hotel Properties, Inc.",Daniel Hansen,2018,4395926
CVI,"CVR Energy, Inc.",David Lamp,2018,4395099
ESL,Esterline Technologies Corp.,Curtis Reusser,2018,4380157
DOVA,"Dova Pharmaceuticals, Inc.",David Zaccardelli,2018,4376857
PNFP,"Pinnacle Financial Partners, Inc.",M. Turner,2018,4376775
ALK,"Alaska Air Group, Inc.",Bradley Tilden,2018,4374845
CLDT,Chatham Lodging Trust,Jeffrey Fisher,2018,4373350
XNCR,"Xencor, Inc.",Bassil Dahiyat,2018,4372828
DERM,"Dermira, Inc.",Thomas Wiggans,2018,4371178
PRGO,Perrigo Co. Plc,John Hendrickson,2018,4369557
PLNT,"Planet Fitness, Inc.",Christopher Rondeau,2018,4364719
FWRD,Forward Air Corp.,Thomas Schmitt,2018,4363909
ACRS,"Aclaris Therapeutics, Inc.",Neal Walker,2018,4363392
ZION,Zions Bancorporation NA,Harris Simmons,2018,4363039
RMBS,"Rambus, Inc.",Ronald Black,2018,4361771
EGP,"EastGroup Properties, Inc.",Marshall Loeb,2018,4359232
LBRT,"Liberty Oilfield Services, Inc.",Christopher Wright,2018,4353680
ATO,Atmos Energy Corp.,Kim Cocklin,2018,4351020
STAG,"STAG Industrial, Inc.",Benjamin Butcher,2018,4350210
XOG,"Extraction Oil & Gas, Inc.",Mark Erickson,2018,4347786
BMCH,"BMC Stock Holdings, Inc.",David Flitman,2018,4346306
SYKE,"Sykes Enterprises, Inc.",Charles Sykes,2018,4345895
FHN,First Horizon National Corp. (Tennessee),D. Jordan,2018,4345297
SHLD,Sears Holdings Corp.,Edward Lampert,2018,4334739
XLRN,"Acceleron Pharma, Inc.",Habib Dable,2018,4333647
RYN,"Rayonier, Inc.",David Nunes,2018,4318498
AEIS,"Advanced Energy Industries, Inc.",Yuval Wasserman,2018,4316713
FIXX,"Homology Medicines, Inc.",Arthur Tzianabos,2018,4313115
RBBN,"Ribbon Communications, Inc.",Franklin Hobbs,2018,4293909
SCHL,Scholastic Corp.,Richard Robinson,2018,4291725
KFRC,"Kforce, Inc.",David Dunkel,2018,4289262
STL,"Sterling Bancorp (Montebello, New York)",Jack Kopnisky,2018,4284994
VNDA,"Vanda Pharmaceuticals, Inc.",Mihael Polymeropoulos,2018,4284676
CATO,The Cato Corp.,John D. Cato,2019,4283283
TALO,"Talos Energy, Inc.",Timothy Duncan,2018,4278604
ATH,Athene Holding Ltd.,James Belardi,2018,4275309
EFX,"Equifax, Inc.",Paulino Rego Barros Jr.,2018,4267422
PLPC,Preformed Line Products Co.,Robert Ruhlman,2018,4266967
AFI,"Armstrong Flooring, Inc.",Donald Maier,2018,4263970
HCI,"HCI Group, Inc.",Paresh Patel,2018,4262719
MTRN,Materion Corp.,Jugal Vijayvargiya,2018,4258935
KDP,"Keurig Dr Pepper, Inc.",Robert Gamgort,2018,4247432
EVRI,"Everi Holdings, Inc.",Michael Rumbolz,2018,4240718
TNC,Tennant Co.,H. Killingstad,2018,4236191
YMAB,"Y-mAbs Therapeutics, Inc.",Claus Moeller San Pedro,2018,4226938
SAFM,"Sanderson Farms, Inc.",Joe Sanderson,2018,4226166
OGS,"ONE Gas, Inc.",Pierce Norton II,2018,4222330
AZO,"AutoZone, Inc.",William Rhodes,2018,4220619
PJT,"PJT Partners, Inc.",Paul Taubman,2018,4213000
RYI,Ryerson Holding Corp.,Edward Lehner,2018,4210111
ENV,"Envestnet, Inc.",Judson Bergman,2018,4200366
TOWR,"Tower International, Inc. (Michigan)",James Gouin,2018,4198321
ANIP,"ANI Pharmaceuticals, Inc.",Arthur Przybyl,2018,4197933
PBH,"Prestige Consumer Healthcare, Inc.",Ronald Lombardi,2018,4191403
LGIH,"LGI Homes, Inc.",Eric Lipar,2018,4189925
BRO,"Brown & Brown, Inc.",J. Brown,2018,4189041
HMHC,Houghton Mifflin Harcourt Co.,John Lynch Jr.,2018,4185749
WERN,"Werner Enterprises, Inc.",Derek Leathers,2018,4183450
ARDX,"Ardelyx, Inc.",Michael Raab,2018,4182246
WBT,"Welbilt, Inc.",Hubertus Muehlhaeuser,2018,4178348
BNFT,"Benefitfocus, Inc.",Raymond August,2018,4172997
CPS,"Cooper-Standard Holdings, Inc.",Jeffrey Edwards,2018,4170207
THG,"The Hanover Insurance Group, Inc.",John Roche,2018,4168271
BCRX,"BioCryst Pharmaceuticals, Inc.",Jon Stonehouse,2018,4167643
OSUR,"OraSure Technologies, Inc.",Douglas Michels,2018,4162826
SLCA,"U.S. Silica Holdings, Inc.",Bryan Shinn,2018,4158772
NVAX,"Novavax, Inc.",Stanley Erck,2018,4158398
ELS,"Equity LifeStyle Properties, Inc.",Marguerite Nader,2018,4157015
BLD,TopBuild Corp.,Gerald Volas,2018,4156751
CRCM,"Care.com, Inc.",Sheila Marcelo,2018,4146447
NWLI,"National Western Life Group, Inc.",Ross Moody,2018,4144909
TCBI,"Texas Capital Bancshares, Inc.",C. Cargill,2018,4144219
WNC,Wabash National Corp.,Richard Giromini,2018,4142834
UNT,Unit Corp.,Larry Pinkston,2018,4139913
GVA,"Granite Construction, Inc.",James Roberts,2018,4126623
WOW,"WideOpenWest, Inc.",Teresa Elder,2018,4125183
MDU,"MDU Resources Group, Inc.",David Goodin,2018,4124067
SRCL,"Stericycle, Inc.",Charles Alutto,2018,4119620
ROSE,"Rosehill Resources, Inc.",J.A. Townsend,2018,4118952
CXW,"CoreCivic, Inc.",Damon Hininger,2018,4117669
CUZ,"Cousins Properties, Inc.",Lawrence Gellerstedt,2018,4117368
SVRA,"Savara, Inc.",Robert Neville,2018,4115474
BIOS,"BioScrip, Inc.",Daniel Greenleaf,2018,4111309
ANAT,American National Insurance Co.,James Pozzi,2018,4110207
XLNX,"Xilinx, Inc.",Victor Peng,2018,4109670
LE,"Lands' End, Inc.",Jerome Griffith,2019,4107583
DOOR,Masonite International Corp.,Frederick Lynch,2018,4107092
MXL,"MaxLinear, Inc.",Kishore Seendripu,2018,4104632
SGMO,"Sangamo Therapeutics, Inc.",Alexander Macrae,2018,4104428
MCB,Metropolitan Bank Holding Corp.,Mark DeFazio,2018,4103930
EBS,"Emergent BioSolutions, Inc.",Daniel Abdun-Nabi,2018,4100936
PLAY,"Dave & Buster's Entertainment, Inc.",Brian Jenkins,2019,4098160
DRQ,"Dril-Quip, Inc.",Blake DeBerry,2018,4096973
SWX,"Southwest Gas Holdings, Inc.",John Hester,2018,4096485
FBP,First BanCorp (Puerto Rico),Aurelio Aleman-Bermudez,2018,4095790
AMBA,"Ambarella, Inc.",Feng-Ming Wang,2019,4095780
CBZ,"CBIZ, Inc.",Jerome Grisko Jr.,2018,4094381
PDLI,"PDL BioPharma, Inc.",John McLaughlin,2018,4093169
WLDN,"Willdan Group, Inc.",Thomas Brisbin,2018,4092987
REVG,"REV Group, Inc.",Timothy Sullivan,2018,4085514
KBAL,"Kimball International, Inc.","Robert ""Bob"" Schneider",2018,4083026
FRTA,"Forterra, Inc.",Jeff Bradley,2018,4081907
MYE,"Myers Industries, Inc.",R. Banyard,2018,4076952
FHB,"First Hawaiian, Inc.",Robert Harrison,2018,4076806
ARCB,ArcBest Corp.,Judy McReynolds,2018,4075378
TRS,TriMas Corp.,Thomas Amato,2018,4074561
APLS,"Apellis Pharmaceuticals, Inc.",Cedric Francois,2018,4074540
OLLI,"Ollie's Bargain Outlet Holdings, Inc.",Mark Butler,2019,4072167
NUAN,"Nuance Communications, Inc.",Daniel Tempesta,2018,4062560
LQDA,"Liquidia Technologies, Inc.",Neal Fowler,2018,4061077
WD,"Walker & Dunlop, Inc.",William Walker,2018,4054426
NNBR,"NN, Inc.",Richard Holder,2018,4050962
CLW,Clearwater Paper Corp.,Linda Massman,2018,4045905
FR,"First Industrial Realty Trust, Inc.",Peter Baccile,2018,4044762
KOP,"Koppers Holdings, Inc.",Leroy Ball,2018,4044045
HSII,"Heidrick & Struggles International, Inc.",Krishnan Rajagopalan,2018,4037513
TTOO,"T2 Biosystems, Inc.",John McDonough,2018,4023230
SBOW,"SilverBow Resources, Inc.",Sean Woolverton,2018,4019626
SR,"Spire, Inc. (Missouri)",Suzanne Sitherwood,2018,4016839
PTCT,"PTC Therapeutics, Inc.",Stuart Peltz,2018,4016735
VCRA,"Vocera Communications, Inc.",Brent Lang,2018,4012062
SPWR,SunPower Corp.,Thomas Werner,2018,4008687
CBM,Cambrex Corp.,Steven Klosk,2018,4006117
TBI,"TrueBlue, Inc.",Steven Cooper,2018,4002623
DENN,Denny's Corp.,John Miller,2018,4002249
NOVT,"Novanta, Inc.",Matthijs Glastra,2018,3984613
RMR,"The RMR Group, Inc.",Adam Portnoy,2018,3984250
RIGL,"Rigel Pharmaceuticals, Inc.",Raul R. Rodriguez,2018,3980860
LKQ,LKQ Corp.,Dominick Zarcone,2018,3978116
DF,Dean Foods Co.,Ralph Scozzafava,2018,3962955
ASNA,"Ascena Retail Group, Inc.",David Jaffe,2018,3956351
NX,Quanex Building Products Corp.,William Griffiths,2018,3955016
AAT,"American Assets Trust, Inc.",Ernest Rady,2018,3943250
BRKS,"Brooks Automation, Inc.",Stephen Schwartz,2018,3925995
CARB,"Carbonite, Inc.",Mohamad Ali,2018,3923468
PRAA,"PRA Group, Inc.",Kevin Stevenson,2018,3920953
CHRS,"Coherus BioSciences, Inc.",Dennis Lanfear,2018,3919780
APOG,"Apogee Enterprises, Inc.",Joseph Puishys,2018,3919582
AMKR,"Amkor Technology, Inc.",Stephen Kelley,2018,3919422
NINE,"Nine Energy Service, Inc.",Ann Fox,2018,3919148
JKHY,"Jack Henry & Associates, Inc.",David Foss,2018,3918826
LNTH,"Lantheus Holdings, Inc.",Mary Heino,2018,3913933
NERV,"Minerva Neurosciences, Inc.",Remy Luthringer,2018,3910245
KELYA,"Kelly Services, Inc.",George Corona,2018,3909185
BIG,"Big Lots, Inc.",Bruce Thorn,2019,3907332
RGLD,"Royal Gold, Inc.",Tony Jensen,2018,3905910
QHC,Quorum Health Corp.,Robert Fish,2018,3905565
HCSG,"Healthcare Services Group, Inc.",Theodore Wahl,2018,3901098
ANDE,"The Andersons, Inc.",Patrick Bowe,2018,3885600
TSC,"TriState Capital Holdings, Inc.",James Getz,2018,3878618
BEAT,"BioTelemetry, Inc.",Joseph Capper,2018,3875558
DY,"Dycom Industries, Inc.",Steven Nielsen,2019,3873949
CCXI,"ChemoCentryx, Inc.",Thomas Schall,2018,3862225
BCC,Boise Cascade Co.,Thomas Corrick,2018,3860499
JJSF,J&J Snack Foods Corp.,Gerald Shreiber,2018,3858562
FET,"Forum Energy Technologies, Inc.",Prady Iyyanki,2018,3853446
QADB,"QAD, Inc.",Pamela Lopker,2019,3848637
EIG,"Employers Holdings, Inc.",Douglas Dirks,2018,3845231
AGLE,"Aeglea Biotherapeutics, Inc.",Anthony Quinn,2018,3842134
EBF,"Ennis, Inc.",Keith Walters,2019,3840229
TWO,Two Harbors Investment Corp.,Thomas Siering,2018,3831581
GME,GameStop Corp.,Michael Mauler,2019,3821211
AVA,Avista Corp.,Scott Morris,2018,3817420
HTH,"Hilltop Holdings, Inc.",Alan White,2018,3810079
ATRC,"AtriCure, Inc.",Michael Carrel,2018,3807997
SHAK,"Shake Shack, Inc.",Randy Garutti,2018,3805411
GDEN,"Golden Entertainment, Inc.",Blake Sartini,2018,3799863
MAT,"Mattel, Inc.",Margaret Georgiadis,2018,3790949
EPAM,"EPAM Systems, Inc.",Arkadiy Dobkin,2018,3786788
UFPI,"Universal Forest Products, Inc.",Matthew Missad,2018,3774350
PSB,"PS Business Parks, Inc.",Maria Hawthorne,2018,3773551
GCAP,"GAIN Capital Holdings, Inc.",Glenn Stevens,2018,3771507
MTEM,"Molecular Templates, Inc.",Eric Poma,2018,3767677
ESE,"ESCO Technologies, Inc.",Victor Richey,2018,3765361
QSII,"NextGen Healthcare, Inc.",John Frantz,2018,3752839
VVI,Viad Corp.,Steven Moster,2018,3741915
YEXT,"Yext, Inc.",Howard Lerman,2019,3740590
KDMN,"Kadmon Holdings, Inc.",Harlan Waksal,2018,3738843
WHG,"Westwood Holdings Group, Inc.",Brian Casey,2018,3738314
FND,"Floor & Decor Holdings, Inc.",Thomas Taylor Jr.,2018,3723308
SCL,Stepan Co.,"F. Stepan, Jr.",2018,3716937
MKL,Markel Corp.,Thomas Gayner,2018,3713001
UVV,Universal Corp.,George Freeman III,2018,3711199
INVA,"Innoviva, Inc.",Michael Aguiar,2018,3705113
BXS,BancorpSouth Bank,James Rollins,2018,3704937
HWC,Hancock Whitney Corp.,John Hairston,2018,3696113
LMNX,Luminex Corp.,Nachum Shamir,2018,3689541
IPI,"Intrepid Potash, Inc.",Robert Jornayvaz III,2018,3687768
HL,Hecla Mining Co.,Phillips Baker Jr.,2018,3686542
JNCE,"Jounce Therapeutics, Inc.",Richard Murray,2018,3686268
FORM,"FormFactor, Inc.",Michael Slessor,2018,3684365
MMSI,"Merit Medical Systems, Inc.",Fred Lampropoulos,2018,3680580
ROG,Rogers Corp.,Bruce Hoechner,2018,3673711
UMBF,UMB Financial Corp.,J. Kemper,2018,3662353
GCP,"GCP Applied Technologies, Inc.",Gregory Poling,2018,3659586
BJRI,"BJ's Restaurants, Inc.",Gregory Trojan,2018,3654536
EPZM,"Epizyme, Inc.",Robert Bazemore,2018,3650871
ELVT,"Elevate Credit, Inc.",Kenneth Rees,2018,3641295
ICFI,"ICF International, Inc.",Sudhakar Kesavan,2018,3639810
NWN,Northwest Natural Holding Co.,David Anderson,2018,3629634
HMN,Horace Mann Educators Corp.,Marita Zuraitis,2018,3626990
ICHR,Ichor Holdings Ltd.,Thomas Rohrs,2018,3626251
DELL,"Dell Technologies, Inc.",Michael Dell,2019,3623801
SCWX,SecureWorks Corp.,Michael Cote,2019,3620511
ALBO,"Albireo Pharma, Inc.",Ronald W. Cooper,2018,3618634
LCI,"Lannett Co., Inc.",Arthur Bedrosian,2018,3617957
DFRG,"Del Frisco's Restaurant Group, Inc.",Norman Abdallah,2018,3617769
AOSL,Alpha & Omega Semiconductor Ltd.,Mike Chang,2018,3613595
PRLB,"Proto Labs, Inc.",Victoria Holt,2018,3596055
ALLO,"Allogene Therapeutics, Inc.",Joshua Kazam,2018,3592474
JBLU,JetBlue Airways Corp.,Robin Hayes,2018,3585420
IRT,"Independence Realty Trust, Inc.",Scott Schaeffer,2018,3580956
CRBP,"Corbus Pharmaceuticals Holdings, Inc.",Yuval Cohen,2018,3572460
BABY,"Natus Medical, Inc.",Jonathan Kennedy,2018,3571661
VECO,"Veeco Instruments, Inc.",William Miller,2018,3568558
AIMC,Altra Industrial Motion Corp.,Carl Christenson,2018,3567596
VICI,"VICI Properties, Inc.",Edward Pitoniak,2018,3566161
TRXC,"TransEnterix, Inc.",Todd Pope,2018,3564942
HF,"HFF, Inc.",Mark Gibson,2018,3561988
WTR,"Aqua America, Inc.",Christopher Franklin,2018,3552705
AEL,American Equity Investment Life Holding Co.,John Matovina,2018,3552535
UMPQ,Umpqua Holdings Corp.,Cort O'Haver,2018,3551514
ADSW,"Advanced Disposal Services, Inc.",Richard Burke,2018,3551039
WRE,Washington Real Estate Investment Trust,Paul McDermott,2018,3548997
NATI,National Instruments Corp.,Alexander Davern,2018,3548896
TRHC,"Tabula Rasa Healthcare, Inc.",Calvin Knowlton,2018,3540088
RYTM,"Rhythm Pharmaceuticals, Inc.",Keith Gottesdiener,2018,3539804
CHFC,Chemical Financial Corp.,David Provost,2018,3533580
OFC,"Corporate Office Properties Trust, Inc.",Stephen Budorick,2018,3533047
FATE,"Fate Therapeutics, Inc.",J. Wolchko,2018,3530998
EGLE,"Eagle Bulk Shipping, Inc.",Gary Vogel,2018,3528264
RBB,RBB Bancorp,Yee Thian,2018,3526541
RTW,"RTW Retailwinds, Inc.",Gregory Scott,2019,3522735
XENT,"Intersect ENT, Inc.",Lisa Earnhardt,2018,3519860
SITE,"SiteOne Landscape Supply, Inc.",Doug Black,2018,3516748
BGG,Briggs & Stratton Corp.,Todd Teske,2018,3514778
GRBK,"Green Brick Partners, Inc.",James Brickman,2018,3513624
WTTR,"Select Energy Services, Inc.",Holli Ladhani,2018,3510695
EHTH,"eHealth, Inc.",Scott Flanders,2018,3498356
ERIE,Erie Indemnity Co.,Timothy NeCastro,2018,3495963
ALE,"ALLETE, Inc.",Alan Hodnik,2018,3493458
ETM,Entercom Communications Corp.,David Field,2018,3491375
ALEX,"Alexander & Baldwin, Inc.",Christopher Benjamin,2018,3479433
AKBA,"Akebia Therapeutics, Inc.",John Butler,2018,3471072
MORN,"Morningstar, Inc.",Kunal Kapoor,2018,3468355
CPRX,"Catalyst Pharmaceuticals, Inc.",Patrick McEnany,2018,3461504
ATRS,"Antares Pharma, Inc.",Robert Apple,2018,3452880
CSII,"Cardiovascular Systems, Inc.",Scott Ward,2018,3448339
CINF,Cincinnati Financial Corp.,Steven Johnston,2018,3444610
ESGR,Enstar Group Ltd.,Dominic Silvester,2018,3444588
ADRO,"Aduro BioTech, Inc.",Stephen Isaacs,2018,3443244
CTS,CTS Corp.,Kieran O'Sullivan,2018,3441677
FMBI,"First Midwest Bancorp, Inc. (Illinois)",Michael Scudder,2018,3439577
CDXS,"Codexis, Inc.",John Nicols,2018,3438812
CMTL,Comtech Telecommunications Corp.,Fred Kornberg,2018,3434946
SXI,Standex International Corp.,David Dunbar,2018,3428368
GNTX,Gentex Corp.,Steven Downing,2018,3427450
QDEL,Quidel Corp.,Douglas Bryant,2018,3421307
FIT,"Fitbit, Inc.",James Park,2018,3413904
ISBC,"Investors Bancorp, Inc. (New Jersey)",Kevin Cummings,2018,3409430
GMED,"Globus Medical, Inc.",David Demski,2018,3394012
BFAM,"Bright Horizons Family Solutions, Inc.",Stephen Kramer,2018,3390321
SGA,"Saga Communications, Inc.",Edward Christian,2018,3387989
SLGN,"Silgan Holdings, Inc.",Anthony Allott,2018,3386123
SSP,The E.W. Scripps Co.,Adam Symson,2018,3384554
CRAY,"Cray, Inc.",Peter Ungaro,2018,3381415
AXE,"Anixter International, Inc.",Robert Eck,2018,3379771
MTN,"Vail Resorts, Inc.",Robert Katz,2018,3378398
BXC,"BlueLinx Holdings, Inc.",Mitchell Lewis,2018,3373606
VSLR,"Vivint Solar, Inc.",David Bywater,2018,3365645
CASH,"Meta Financial Group, Inc.",J. Haahr,2018,3362166
ADMS,"Adamas Pharmaceuticals, Inc.",Gregory Went,2018,3359123
EQBK,"Equity Bancshares, Inc.",Brad Elliott,2018,3356765
IPHS,"Innophos Holdings, Inc.",Kim Mink,2018,3353966
ARAY,"Accuray, Inc.",Joshua Levine,2018,3352775
HA,"Hawaiian Holdings, Inc.",Peter Ingram,2018,3349324
IRDM,"Iridium Communications, Inc.",Matthew Desch,2018,3348524
BOX,"Box, Inc.",Aaron Levie,2019,3348231
NEO,"NeoGenomics, Inc.",Douglas VanOort,2018,3347219
NYMT,"New York Mortgage Trust, Inc.",Steven Mumma,2018,3345728
GNMK,"GenMark Diagnostics, Inc.",Hany Massarany,2018,3344692
SKYW,"Sky West, Inc.",Russell Childs,2018,3343780
OTTR,Otter Tail Corp.,Charles MacFarlane,2018,3341624
IO,ION Geophysical Corp.,R. Hanson,2018,3340009
FIX,"Comfort Systems USA, Inc.",Brian Lane,2018,3337554
BECN,"Beacon Roofing Supply, Inc.",Paul Isabella,2018,3336233
OSG,"Overseas Shipholding Group, Inc.",Samuel Norton,2018,3334682
BCPC,Balchem Corp.,Theodore Harris,2018,3334545
CSWI,"CSW Industrials, Inc.",Joseph Armes,2018,3328894
USPH,"U.S. Physical Therapy, Inc.",Christopher Reading,2018,3327384
LTC,"LTC Properties, Inc.",Wendy Simpson,2018,3315795
PAHC,Phibro Animal Health Corp.,Jack Bendheim,2018,3312182
PZN,"Pzena Investment Management, Inc.",Richard Pzena,2018,3311402
EVH,"Evolent Health, Inc.",Frank Williams,2018,3311000
COLM,Columbia Sportswear Co.,Timothy Boyle,2018,3304203
ZEN,"Zendesk, Inc.",Mikkel Svane,2018,3303579
NC,"NACCO Industries, Inc.",John Butler Jr.,2018,3301092
LCUT,"Lifetime Brands, Inc.",Robert Kay,2018,3292961
DDS,"Dillard's, Inc.",William II,2019,3285756
POOL,Pool Corp.,Manuel Perez de la Mesa,2018,3282465
FBM,"Foundation Building Materials, Inc.",Ruben Mendoza,2018,3279704
USCR,"U.S. Concrete, Inc.",William Sandbrook,2018,3279185
BLCM,"Bellicum Pharmaceuticals, Inc.",Richard Fair,2018,3278125
AQ,Aquantia Corp.,Faraj Aalaei,2018,3277600
ACHN,"Achillion Pharmaceuticals, Inc.",Joseph Truitt,2018,3275991
MOG.A,"Moog, Inc.",John Scannell,2018,3271727
UIHC,United Insurance Holdings Corp.,John Forney,2018,3269357
CYTK,"Cytokinetics, Inc.",Robert Blum,2018,3265575
INSP,"Inspire Medical Systems, Inc.",Timothy Herbert,2018,3260769
SC,"Santander Consumer USA Holdings, Inc.",Scott Powell,2018,3260064
UBSI,"United Bankshares, Inc. (West Virginia)",Richard Adams,2018,3255935
APEI,"American Public Education, Inc.",Wallace Boston,2018,3255285
GLDD,Great Lakes Dredge & Dock Corp.,Lasse Petterson,2018,3252317
SWM,"Schweitzer-Mauduit International, Inc.",Jeffrey Kramer,2018,3250775
ASIX,"Advansix, Inc.",Erin Kane,2018,3250079
TCBK,TriCo Bancshares,Richard Smith,2018,3249147
GTS,Triple-S Management Corp.,Roberto Garcia-Rodriguez,2018,3249141
GWB,"Great Western Bancorp, Inc. (South Dakota)",Kenneth J. Karels,2018,3242776
HCC,"Warrior Met Coal, Inc.",Walter Scheller III,2018,3242547
HEES,"H&E Equipment Services, Inc.",John Engquist,2018,3236288
CRY,"CryoLife, Inc.",James Mackin,2018,3231170
WBS,Webster Financial Corp.,John Ciulla,2018,3222326
FLXN,"Flexion Therapeutics, Inc.",Michael Clayman,2018,3221631
ESIO,"Electro Scientific Industries, Inc.",Michael Burger,2018,3221383
SSB,South State Corp.,Robert Hill,2018,3218009
POR,Portland General Electric Co.,Maria Pope,2018,3216062
NEOS,"Neos Therapeutics, Inc.",Gerald McLaughlin,2018,3216037
PTN,"Palatin Technologies, Inc.",Carl Spana,2018,3215939
WGO,"Winnebago Industries, Inc.",Michael Happe,2018,3213673
RLI,RLI Corp.,Jonathan Michael,2018,3212994
CMCO,Columbus McKinnon Corp.,Mark Morelli,2018,3203074
CDE,"Coeur Mining, Inc.",Mitchell Krebs,2018,3201486
MO,"Altria Group, Inc.",Martin Barrington,2018,3199402
LLNW,"Limelight Networks, Inc.",Robert Lento,2018,3197464
MWA,"Mueller Water Products, Inc.",J. Hall,2018,3195398
NBHC,National Bank Holdings Corp.,G. Laney,2018,3188134
LAWS,"Lawson Products, Inc.",Michael DeCata,2018,3187184
TPIC,"TPI Composites, Inc.",Steven Lockard,2018,3186901
NR,"Newpark Resources, Inc.",Paul Howes,2018,3185425
GLYC,"GlycoMimetics, Inc.",Rachel King,2018,3185153
VLY,Valley National Bancorp,Ira Robbins,2018,3184919
HZO,"MarineMax, Inc.",William McGill Jr.,2018,3180549
ATNX,"Athenex, Inc.",Johnson Nam Lau,2018,3177139
SP,SP Plus Corp.,G. Baumann,2018,3175834
